# reef_id, area_km2, sand_propotion, shelf_position

# reef_id
# The reef IDs here are the standard used throughout the RME and
# must be the same as in all the other data files used.
# If reef IDs do not match up across files the RME will not run.
# The order here is also important since this must match the
# connectivity matrix files that do not have reef IDs embedded.
# Note that some alternate lists of reef IDs are circulating
# that have five reefs renamed as follows:
# used in RME   alternate
# 10-441        11-325
# 11-288        11-244e
# 11-303        11-244f
# 11-310        11-244g
# 11-311        11-244h
# These are just renamings as can be seen on a map of GBR.
# 10-441 is between two groups with IDs 10-44x and 11-32x,
# alternate ID 11-325 just makes it part of the other group.
# Alternate IDs 11-244e,f,g,h brings four unnamed reefs into
# "Great Detatched Reef" group which they are clearly part of.
# The alternate IDs are likely a newer revision, but currently
# the RME uses the orignal (legacy) reef IDs.
# Additionally a error has been propagated through many files
# where the reef id listed here as "20-198" is listed as "20198".
# Note the RME is case-insensitive to letters in the reef IDs.
# They can be upper or lower case when specified, when reported
# they are upper-case.

# area_km2
# The area of the reef in square kilometres.

# sand_proportion
# Proportion of reef which is non-grazable (sand)
# as a proportion (range 0 to 1).

# shelf_position
# The location of the reef on the continental shelf:
# 1 = inshore
# 2 = midshelf
# 3 = offshore

# This file was updated on Thu 30 Mar 12:07:21 BST 2023

11-314,0.08763408,0.292999814,3
11-315,0.229791493,0.173259868,2
11-316,0.058340665,0.237745432,2
11-317,0.649488157,0.228214562,2
11-318,0.002340133,0.237744898,2
11-319,0.017863147,0.237745431,2
11-320,0.191305235,0.228214562,2
11-321,0.269475491,0.228214562,2
11-322,0.000974448,0.237752113,2
11-323,0.182807536,0.237745432,2
11-324,0.188442706,0.292718937,3
11-800,2.839964861,0.273867268,1
12-001,6.769984907,0.376329522,1
12-002,0.001830178,0.237745897,1
12-003a,36.32432096,0.224310005,2
12-003b,0.007560208,0.237745426,1
12-003c,0.004792925,0.237745434,1
12-003d,0.014607441,0.237745435,2
12-004,13.42364478,0.244267847,1
12-005,0.418698458,0.268364893,1
12-006,6.602461808,0.243965546,1
12-027c,14.4545643,0.233631174,2
12-028,0.307497154,0.358503671,3
12-029,0.170229592,0.284561825,3
12-030,10.06032555,0.238424507,2
12-031,2.518594001,0.285736476,3
12-032,1.054382314,0.288281432,3
12-033,1.046262564,0.28830727,3
12-034,4.087181531,0.284714744,3
12-035,0.228334057,0.275565602,3
12-036,3.096431148,0.289683624,3
12-037,14.13460067,0.308269928,3
12-038a,2.501109372,0.289239373,3
12-038b,0.192645952,0.271239218,3
12-039,1.513674283,0.293213295,3
12-040,4.211526327,0.289034787,3
12-041,0.110423308,0.259326112,2
12-042,2.728529823,0.289478656,3
12-043a,3.681035392,0.294441695,3
12-043b,3.654802645,0.288665451,3
12-012,10.13581385,0.244353799,1
12-013,6.202075495,0.244753821,1
12-014,4.839572038,0.244547354,1
12-015,8.4E-05,0.267191367,1
12-016a,49.54820555,0.315791892,1
12-016b,3.939871965,0.262051632,1
12-016c,25.47290427,0.248402256,2
12-017,0.000663175,0.267194589,1
12-018,0.317530794,0.273867268,1
12-019,0.023887687,0.237745436,1
12-020,0.02967931,0.237745432,1
12-021,0.001346854,0.267192724,1
